period,studio,artist,sellable_hours,booked_hours,open_hours,booked_capacity_rate,average_ticket,average_deposit,inquiries,qualified,consultations_quotes,deposits,bookings,completed,current_media_spend,primary_constraint,evidence_notes
,,,,,,,,,,,,,,,,,
