candidate_id,type,decision_maker_access,commercial_activity,artists_count,portfolio_clarity,inbound_exists,available_capacity,data_willingness,implementation_commitment,measurement_readiness,strategic_learning_value,hard_gate,score,status,next_action
,,,,,,,,,,,,,,DISCOVERED,
